,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
24,24,587,995,1093,1648,2040,2465,2597,3220,3389,3727,4044,4319,4869,5251,5656,5748,6291,6659,7036,7431,7862,8006,8294,8870,9304,9454,9754,10354,10477,11082,11215,11840,12013,12359,12692,12999,13613,13764,14066,14670,14801,15422,15587,15917,16218,16820,16947,17560,17709,18007,18603,18718,19307,19408,19969,20373,20463,21002,21362,21723,22086,22453,22828,23219,23642,23770,24385,24538,24844,25456,25603,25897,26485,26584,27141,27537,27970,28118,28414,29006,29113,29686,30114,30252,30528,31080,31466,31879,31987,32562,32994,33140,33432,34016,34107,34648,35012,35381,35760,36159,36598,36758,37078,37359,37921,38327,38421,38968,39344,39737,40164,40300,40572,41116,41486,41867,42270,42717,42893,43245,43590,43921,44224,44830,44965,45235,45775,46137,46502,46873,47256,47663,47759,48310,48694,49103,49203,49762,50162,50603,50767,51095,51392,51986,52097,52678,53122,53292,53632,53953,54236,54802,55216,55326,55905,56345,56507,56831,57120,57698,58136,58294,58610,58883,59429,59803,60192,60611,60731,61330,61451,62052,62177,62786,62927,63209,63773,64183
25,25,589,999,1101,1664,2072,2170,2725,3117,3542,3674,4297,4466,4804,5121,5396,5946,6328,6733,6825,7368,7736,8113,8508,8939,9083,9371,9947,10381,10531,10831,11431,11554,12159,12292,12917,13090,13436,13769,14076,14690,14841,15143,15747,15878,16499,16664,16994,17295,17897,18024,18637,18786,19084,19680,19795,20384,20485,21046,21450,21540,22079,22439,22800,23163,23530,23905,24296,24719,24847,25462,25615,25921,26533,26680,26974,27562,27661,28218,28614,29047,29195,29491,30083,30190,30763,31191,31329,31605,32157,32543,32956,33064,33639,34071,34217,34509,35093,35184,35725,36089,36458,36837,37236,37675,37835,38155,38436,38998,39404,39498,40045,40421,40814,41241,41377,41649,42193,42563,42944,43347,43794,43970,44322,44667,44998,45301,45907,46042,46312,46852,47214,47579,47950,48333,48740,48836,49387,49771,50180,50280,50839,51239,51680,51844,52172,52469,53063,53174,53755,54199,54369,54709,55030,55313,55879,56293,56403,56982,57422,57584,57908,58197,58775,59213,59371,59687,59960,60506,60880,61269,61688,61808,62407,62528,63129,63254,63863,64004
26,26,591,1003,1109,1680,2104,2234,2853,3014,3336,3621,4191,4613,4739,5350,5495,5785,6365,6807,6973,7305,7610,8220,8363,8649,9221,9647,9781,10408,10585,10939,11288,11627,11946,12225,12783,13181,13618,13774,14086,14710,14881,15223,15548,15839,16421,16867,17041,17389,17726,18041,18312,18854,19220,19593,19980,20395,20507,21090,21538,21716,22072,22425,22772,23107,23418,24040,24207,24541,24850,25468,25627,25945,26222,26776,27166,27587,27711,28318,28455,28729,29277,29655,30052,30487,30639,30943,31551,31690,31968,32524,32918,33347,33487,33767,34327,34729,35174,35346,35690,36019,36318,36916,37035,37632,37749,38342,38451,39028,39464,39618,39926,40542,40697,41007,41627,41790,42116,42409,42995,43090,43639,44019,44420,44863,45031,45367,45680,46306,46481,46831,47172,47495,47782,48356,48786,48928,49212,49780,50198,50316,50911,51024,51609,51702,52247,52619,53004,53415,53519,54086,54502,54616,55203,55300,55853,56241,56658,56774,57365,57470,58039,58459,58581,59184,59313,59930,60087,60401,61029,61208,61566,61923,62278,62629,62972,63299,63594,64184
27,27,593,1007,1117,1696,2136,2298,2622,2911,3489,3927,4085,4401,4674,5220,5594,5983,6402,6522,7121,7242,7843,7968,8577,8718,9000,9564,9974,10076,10639,11047,11145,11700,12092,12517,12649,13272,13441,13779,14096,14371,14921,15303,15708,15800,16343,16711,17088,17483,17914,18058,18346,18922,19356,19506,19806,20406,20529,21134,21267,21892,22065,22411,22744,23051,23665,23816,24118,24722,24853,25474,25639,25969,26270,26872,26999,27612,27761,28059,28655,28770,29359,29460,30021,30425,30515,31054,31414,31775,32138,32505,32880,33271,33694,33822,34437,34590,34896,35508,35655,35949,36537,36636,37193,37589,38022,38170,38466,39058,39165,39738,40166,40304,40580,41132,41518,41931,42039,42614,43046,43192,43484,44068,44159,44700,45064,45433,45812,46211,46650,46810,47130,47411,47973,48379,48473,49020,49396,49789,50216,50352,50624,51168,51538,51919,52322,52769,52945,53297,53642,53973,54276,54882,55017,55287,55827,56189,56554,56925,57308,57715,57811,58362,58746,59155,59255,59814,60214,60655,60819,61147,61444,62038,62149,62730,63174,63344,63684,64005
28,28,595,1011,1125,1712,1809,2362,2750,3167,3283,3874,3979,4548,4968,5090,5693,5822,6439,6596,6910,7538,7717,8075,8432,8787,9138,9481,9808,10103,10693,10796,11361,11773,11879,12450,12874,13004,13623,13784,14106,14391,14961,15383,15509,16120,16265,16555,17135,17577,17743,18075,18380,18990,19133,19419,19991,20417,20551,21178,21355,21709,22058,22397,22716,22995,23553,23951,24388,24544,24856,25480,25651,25993,26318,26609,27191,27637,27811,28159,28496,28811,29082,29624,29990,30363,30750,31165,31277,31860,32308,32486,32842,33195,33542,33877,34188,34810,34977,35311,35620,36238,36397,36715,36992,37546,37936,38357,38481,39088,39225,39499,40047,40425,40822,41257,41409,41713,42321,42460,42738,43294,43688,44117,44257,44537,45097,45499,45944,46116,46460,46789,47088,47686,47805,48402,48519,49112,49221,49798,50234,50388,50696,51312,51467,51777,52397,52560,52886,53179,53765,53860,54409,54789,55190,55633,55801,56137,56450,57076,57251,57601,57942,58265,58552,59126,59556,59698,59982,60550,60968,61086,61681,61794,62379,62472,63017,63389,63774,64185
29,29,597,1015,1133,1728,1841,2426,2519,3064,3436,3821,4232,4336,4903,5319,5433,6020,6117,6670,7058,7475,7591,8182,8287,8856,9276,9398,10001,10130,10747,10904,11218,11846,12025,12383,12740,13095,13446,13789,14116,14411,15001,15104,15669,16081,16187,16758,17182,17312,17931,18092,18414,18699,19269,19691,19817,20428,20573,20863,21443,21885,22051,22383,22688,23298,23441,23727,24299,24725,24859,25486,25663,26017,26366,26705,27024,27303,27861,28259,28696,28852,29164,29788,29959,30301,30626,30917,31499,31945,32119,32467,32804,33119,33390,33932,34298,34671,35058,35473,35585,36168,36616,36794,37150,37503,37850,38185,38496,39118,39285,39619,39928,40546,40705,41023,41300,41854,42244,42665,42789,43396,43533,43807,44355,44733,45130,45565,45717,46021,46629,46768,47046,47602,47996,48425,48565,48845,49405,49807,50252,50424,50768,51097,51396,51994,52113,52710,52827,53420,53529,54106,54542,54696,55004,55620,55775,56085,56705,56868,57194,57487,58073,58168,58717,59097,59498,59941,60109,60445,60758,61384,61559,61909,62250,62573,62860,63434,63864,64006
30,30,599,1019,1141,1744,1873,2490,2647,2961,3589,3768,4126,4483,4838,5189,5532,5859,6154,6744,6847,7412,7824,7930,8501,8925,9055,9674,9835,10157,10442,11012,11434,11560,12171,12316,12606,13186,13628,13794,14126,14431,15041,15184,15470,16042,16468,16602,17229,17406,17760,18109,18448,18767,19046,19604,20002,20439,20595,20907,21531,21702,22044,22369,22660,23242,23688,23862,24210,24547,24862,25133,25675,26041,26414,26801,27216,27328,27911,28359,28537,28893,29246,29593,29928,30239,30861,31028,31362,31671,32289,32448,32766,33043,33597,33987,34408,34532,35139,35276,35550,36098,36476,36873,37308,37460,37764,38372,38511,38789,39345,39739,40168,40308,40588,41148,41550,41995,42167,42511,42840,43139,43737,43856,44453,44570,45163,45272,45849,46285,46439,46747,47363,47518,47828,48448,48611,48937,49230,49816,49911,50460,50840,51241,51684,51852,52188,52501,53127,53302,53652,53993,54316,54603,55177,55607,55749,56033,56601,57019,57137,57732,57845,58430,58523,59068,59440,59825,60236,60340,60907,61323,61437,62024,62121,62674,63062,63479,63595,64186
31,31,601,1023,1149,1760,1905,2195,2775,3217,3383,3715,4020,4630,4773,5059,5631,6057,6191,6818,6995,7349,7698,8037,8356,8635,9193,9591,10028,10184,10496,11120,11291,11633,11958,12249,12831,13277,13451,13799,14136,14451,14722,15264,15630,16003,16390,16805,16917,17500,17948,18126,18482,18835,19182,19517,19828,20450,20617,20951,21260,21878,22037,22355,22632,23186,23576,23997,24121,24728,24865,25139,25687,26065,26462,26897,27049,27353,27961,28100,28378,28934,29328,29757,29897,30177,30737,31139,31584,31756,32100,32429,32728,33326,33445,34042,34159,34752,34861,35438,35874,36028,36336,36952,37107,37417,38037,38200,38526,38819,39405,39500,40049,40429,40830,41273,41441,41777,42090,42716,42891,43241,43582,43905,44192,44766,45196,45338,45622,46190,46608,46726,47321,47434,48019,48112,48657,49029,49414,49825,49929,50496,50912,51026,51613,51710,52263,52651,53068,53184,53775,53880,54449,54869,54991,55594,55723,56340,56497,56811,57439,57618,57976,58333,58688,59039,59382,59709,60004,60594,60697,61262,61674,61780,62351,62775,62905,63524,63685,64007
32,32,603,1027,1157,1776,1937,2259,2544,3114,3536,3662,4273,4418,4708,5288,5730,5896,6228,6533,7143,7286,7572,8144,8570,8704,9331,9508,9862,10211,10550,10869,11148,11706,12104,12541,12697,13009,13633,13804,14146,14471,14762,15344,15790,15964,16312,16649,16964,17235,17777,18143,18516,18903,19318,19430,20013,20461,20639,20995,21348,21695,22030,22341,22963,23130,23464,23773,24391,24550,24868,25145,25699,26089,26510,26634,27241,27378,27652,28200,28578,28975,29410,29562,29866,30474,30613,30891,31447,31841,32270,32410,32690,33250,33652,34097,34269,34613,34942,35241,35839,35958,36555,36672,37265,37374,37951,38387,38541,38849,39465,39620,39930,40550,40713,41039,41332,41918,42013,42562,42942,43343,43786,43954,44290,44603,45229,45404,45754,46095,46418,46705,47279,47709,47851,48135,48703,49121,49239,49834,49947,50532,50625,51170,51542,51927,52338,52442,53009,53425,53539,54126,54223,54776,55164,55581,55697,56288,56393,56962,57382,57504,58107,58236,58853,59010,59324,59952,60131,60489,60846,61201,61552,61895,62222,62517,63107,63210,63775,64187
33,33,605,1031,1165,1792,1969,2323,2672,3011,3330,3609,4167,4565,5002,5158,5470,6094,6265,6607,6932,7223,7805,8251,8425,8773,9110,9425,9696,10238,10604,10977,11364,11779,11891,12474,12922,13100,13456,13809,14156,14491,14802,15424,15591,15925,16234,16852,17011,17329,17606,18160,18550,18971,19095,19702,19839,20113,20661,21039,21436,21871,22023,22327,22935,23074,23352,23908,24302,24731,24871,25151,25711,26113,26558,26730,27074,27403,27702,28300,28419,29016,29133,29726,29835,30412,30848,31002,31310,31926,32081,32391,33011,33174,33500,33793,34379,34474,35023,35403,35804,36247,36415,36751,37064,37690,37865,38215,38556,38879,39166,39740,40170,40312,40596,41164,41582,41700,42295,42408,42993,43086,43631,44003,44388,44799,44903,45470,45886,46000,46587,46684,47237,47625,48042,48158,48749,48854,49423,49843,49965,50568,50697,51314,51471,51785,52413,52592,52950,53307,53662,54013,54356,54683,54978,55568,55671,56236,56648,56754,57325,57749,57879,58498,58659,58981,59266,59836,60258,60384,60995,61140,61430,62010,62452,62618,62950,63255,63865,64008
34,34,607,1035,1173,1449,2001,2387,2800,2908,3483,3915,4061,4353,4937,5028,5569,5933,6302,6681,7080,7519,7679,7999,8280,8842,9248,9342,9889,10265,10658,11085,11221,11493,12037,12407,12788,13191,13638,13814,14166,14511,14842,15145,15751,15886,16156,16696,17058,17423,17794,18177,18584,18680,19231,19615,20024,20124,20683,21083,21524,21688,22016,22313,22907,23018,23599,24043,24213,24553,24874,25157,25723,26137,26247,26826,27266,27428,27752,28041,28619,29057,29215,29531,29804,30350,30724,31113,31532,31652,32251,32372,32973,33098,33707,33848,34130,34694,35104,35206,35769,36177,36275,36830,37222,37647,37779,38402,38571,38909,39226,39501,40051,40433,40838,40930,41473,41841,42218,42613,43044,43188,43476,44052,44486,44636,44936,45536,45659,46264,46397,47022,47195,47541,47874,48181,48795,48946,49248,49852,49983,50604,50769,51099,51400,52002,52129,52742,52891,53189,53785,53900,54489,54590,55151,55555,55645,56184,56544,56905,57268,57635,58010,58401,58824,58952,59567,59720,60026,60638,60785,61079,61667,61766,62323,62719,63152,63300,63596,64188
35,35,609,1039,1181,1465,2033,2451,2569,3164,3277,3862,3955,4500,4872,5257,5668,5772,6339,6755,6869,7456,7553,8106,8494,8911,9027,9618,9723,10292,10712,10834,11437,11566,12183,12340,12654,13282,13461,13819,14176,14531,14882,15225,15552,15847,16437,16540,17105,17517,17623,18194,18618,18748,19367,19528,19850,20135,20705,21127,21253,21864,22009,22299,22879,23321,23487,23819,24124,24734,24877,25163,25735,26161,26295,26922,27099,27453,27802,28141,28460,28739,29297,29695,30132,30288,30600,31224,31395,31737,32062,32353,32935,33381,33555,33903,34240,34555,34826,35368,35734,36107,36494,36909,37021,37604,38052,38230,38586,38939,39286,39621,39932,40554,40721,41055,41364,41982,42141,42459,42736,43290,43680,44101,44225,44832,44969,45243,45791,46169,46566,47001,47153,47457,48065,48204,48482,49038,49432,49861,50001,50281,50841,51243,51688,51860,52204,52533,52832,53430,53549,54146,54263,54856,54965,55542,55978,56132,56440,57056,57211,57521,58141,58304,58630,58923,59509,59604,60153,60533,60934,61377,61545,61881,62194,62820,62995,63345,63686,64009
36,36,611,1043,1189,1481,2065,2156,2697,3061,3430,3809,4208,4647,4807,5127,5408,5970,6376,6470,7017,7393,7786,8213,8349,8621,9165,9535,9916,10319,10766,10942,11294,11639,11970,12273,12879,13014,13284,13824,14186,14551,14922,15305,15712,15808,16359,16743,17152,17252,17811,18211,18652,18816,19144,19441,20035,20146,20727,21171,21341,21681,22002,22285,22851,23265,23375,23954,24394,24556,24880,25169,25747,26185,26343,26659,26932,27478,27852,28241,28660,28780,29379,29500,30101,30226,30835,30976,31258,31822,32232,32334,32897,33305,33403,33958,34350,34775,34907,35530,35699,36037,36354,36629,37179,37561,37966,38058,38601,38969,39346,39741,40172,40316,40604,41180,41614,41764,42064,42664,42787,43392,43525,44150,44323,44669,45002,45309,45923,46074,46376,46980,47111,47732,47897,48227,48528,49130,49257,49870,50019,50317,50913,51028,51617,51718,52279,52683,52773,53312,53672,54033,54396,54763,55138,55529,55952,56080,56695,56848,57154,57766,57913,58207,58795,58894,59451,59847,60280,60428,60724,61316,61423,61996,62424,62562,62838,63390,63776,64189
37,37,613,1047,1197,1497,2097,2220,2825,2958,3583,3756,4102,4435,4742,5356,5507,5809,6413,6544,7165,7330,7660,7961,8563,8690,9303,9452,9750,10346,10461,11050,11151,11712,12116,12206,12745,13105,13466,13829,14196,14571,14962,15385,15513,16128,16281,16587,17199,17346,17640,18228,18327,18884,19280,19713,19861,20157,20749,20856,21429,21857,21995,22271,22823,23209,23622,23730,24305,24737,24883,25175,25759,25850,26391,26755,27124,27503,27902,28341,28501,28821,29102,29664,30070,30164,30711,31087,31480,31907,32043,32315,32859,33229,33610,34013,34460,34636,34988,35333,35664,35967,36573,36708,36978,37518,37880,38245,38616,38999,39406,39502,40053,40437,40846,40946,41505,41905,42346,42510,42838,43135,43729,43840,44421,44865,45035,45375,45696,45979,46545,46959,47069,47648,48088,48250,48574,48863,49441,49879,50037,50353,50626,51172,51546,51935,52354,52474,53073,53194,53795,53920,54529,54670,54952,55516,55926,56028,56591,56999,57097,57652,58044,58469,58601,59224,59393,59731,60048,60323,60873,61255,61660,61752,62295,62663,63040,63435,63866,64010
38,38,615,1051,1205,1513,2129,2284,2594,3214,3377,3703,3996,4582,4677,5226,5606,6007,6450,6618,6954,7267,7893,8068,8418,8759,9082,9369,9943,10373,10515,10799,11367,11785,11903,12498,12611,13196,13289,13834,14206,14591,15002,15106,15673,16089,16203,16790,16887,17440,17828,18245,18361,18952,19057,19626,20046,20168,20771,20900,21517,21674,21988,22616,22795,23153,23510,23865,24216,24559,24886,25181,25771,25874,26439,26851,26957,27528,27952,28082,28701,28862,29184,29469,30039,30461,30587,31198,31343,31633,32213,32655,32821,33153,33458,34068,34211,34497,35069,35495,35629,36256,36433,36787,37136,37475,37794,38073,38631,39029,39466,39622,39934,40558,40729,41071,41396,41687,42269,42715,42889,43237,43574,43889,44160,44702,45068,45441,45828,46243,46355,46938,47386,47564,47920,48273,48620,48955,49266,49888,50055,50389,50698,51316,51475,51793,52070,52624,53014,53435,53559,54166,54303,54577,55125,55503,55900,56335,56487,56791,57399,57538,57816,58372,58766,59195,59335,59615,60175,60577,61022,61194,61538,61867,62166,62764,62883,63480,63597,64190
39,39,617,1055,1213,1529,1802,2348,2722,3111,3530,3650,4249,4370,4971,5096,5705,5846,6128,6692,7102,7204,7767,8175,8273,8828,9220,9645,9777,10400,10569,10907,11224,11499,12049,12431,12836,12928,13471,13839,14216,14611,15042,15186,15474,16050,16484,16634,16934,17534,17657,18262,18395,19020,19193,19539,19872,20179,20793,20944,21246,21850,21981,22602,22767,23097,23398,24000,24127,24740,24889,25187,25783,25898,26487,26588,27149,27553,27643,28182,28542,28903,29266,29633,30008,30399,30822,30950,31565,31718,32024,32636,32783,33077,33665,33764,34321,34717,35150,35298,35594,36186,36293,36866,37294,37432,37708,38260,38646,39059,39167,39742,40174,40320,40612,41196,41287,41828,42192,42561,42940,43339,43778,43938,44258,44539,45101,45507,45601,46148,46524,46917,47344,47480,47752,48296,48666,49047,49450,49897,50073,50425,50770,51101,51404,52010,52145,52415,52955,53317,53682,54053,54436,54843,54939,55490,55874,56283,56383,56942,57342,57783,57947,58275,58572,59166,59277,59858,60302,60472,60812,61133,61416,61982,62396,62506,63085,63525,63687,64011
40,40,619,1059,1221,1545,1834,2412,2850,3008,3324,3597,4143,4517,4906,5325,5445,6044,6165,6766,6891,7500,7641,7923,8487,8897,8999,9562,9970,10068,10623,11015,11440,11572,12195,12364,12702,13019,13294,13844,14226,14631,14723,15266,15634,16011,16406,16837,16981,17269,17845,18279,18429,18729,19329,19452,20057,20190,20815,20988,21334,21667,21974,22588,22739,23041,23645,23776,24397,24562,24892,25193,25795,25922,26535,26684,26982,27578,27693,28282,28383,28944,29348,29438,29977,30337,30698,31061,31428,31803,32194,32617,32745,33360,33513,33819,34431,34578,34872,35460,35559,36116,36512,36945,37093,37389,37981,38088,38661,39089,39227,39503,40055,40441,40854,40962,41537,41969,42115,42407,42991,43082,43623,43987,44356,44735,45134,45573,45733,46053,46334,46896,47302,47396,47943,48319,48712,49139,49275,49547,50091,50461,50842,51245,51692,51868,52220,52565,52896,53199,53805,53940,54210,54750,55112,55477,55848,56231,56638,56734,57285,57669,58078,58178,58737,59137,59578,59742,60070,60367,60961,61072,61653,62097,62267,62607,62928,63211,63777,64191
41,41,621,1063,1229,1561,1866,2476,2619,2905,3477,3903,4037,4664,4841,5195,5544,5883,6202,6481,7039,7437,7874,8030,8342,8966,9137,9479,9804,10095,10677,11123,11297,11645,11982,12297,12568,13110,13476,13849,14236,14651,14763,15346,15794,15972,16328,16681,17028,17363,17674,18296,18463,18797,19106,19724,19883,20201,20478,21032,21422,21843,21967,22574,22711,22985,23533,23911,24308,24743,24895,25199,25807,25946,26224,26780,27174,27603,27743,28023,28583,28985,29430,29602,29946,30275,30574,31172,31291,31888,32005,32598,32707,33284,33720,33874,34182,34798,34953,35263,35883,36046,36372,36665,37251,37346,37895,38275,38676,39119,39287,39623,39936,40562,40737,41087,41428,41751,42038,42612,43042,43184,43468,44036,44454,44572,45167,45280,45865,45958,46503,46875,47260,47671,47775,48342,48758,48872,49459,49556,50109,50497,50914,51030,51621,51726,52295,52715,52837,53440,53569,54186,54343,54657,55285,55464,55822,56179,56534,56885,57228,57555,57850,58440,58543,59108,59520,59626,60197,60621,60751,61370,61531,61853,62138,62708,63130,63256,63867,64012
42,42,623,1067,1237,1577,1898,2181,2747,3161,3271,3850,4290,4452,4776,5065,5643,6081,6239,6555,6828,7374,7748,8137,8556,8676,9275,9396,9997,10122,10731,10872,11154,11718,12128,12230,12793,13201,13299,13854,14246,14671,14803,15426,15595,15933,16250,16525,17075,17457,17862,17954,18497,18865,19242,19637,20068,20212,20500,21076,21510,21660,21960,22560,22683,23288,23421,24046,24219,24565,24898,25205,25819,25970,26272,26876,27007,27628,27793,28123,28424,29026,29153,29766,29915,30213,30809,30924,31513,31614,32175,32579,32669,33208,33568,33929,34292,34659,35034,35425,35848,35976,36591,36744,37050,37662,37809,38103,38691,38790,39347,39743,40176,40324,40620,41212,41319,41892,42320,42458,42734,43286,43672,44085,44193,44768,45200,45346,45638,46222,46313,46854,47218,47587,47966,48365,48804,48964,49284,49565,50127,50533,50627,51174,51550,51943,52370,52506,52778,53322,53692,54073,54476,54923,55099,55451,55796,56127,56430,57036,57171,57441,57981,58343,58708,59079,59462,59869,59965,60516,60900,61309,61409,61968,62368,62809,62973,63301,63598,64192
